Name,Description,URL,Created At,Updated At,Homepage,Size,Stars,Forks,Issues,Watchers,Language,License,Topics,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions,Is Fork,Is Archived,Is Template,Default Branch
ImHex,"🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM.",https://github.com/WerWolv/ImHex,2020-11-10T14:27:00Z,2023-09-21T11:23:06Z,https://imhex.werwolv.net,27481,30012,1467,172,30012,C++,GPL-2.0,"['analyzer', 'binary-analysis', 'c-plus-plus', 'cybersecurity', 'dark-mode', 'dear-imgui', 'disassembler', 'forensics', 'hacking', 'hacktoberfest', 'hex-editor', 'ips', 'mathematical-evaluator', 'multi-platform', 'pattern-language', 'preprocessor', 'reverse-engineering', 'static-analysis', 'windows']",True,True,True,True,False,True,False,False,False,master
pandoc,Universal markup converter,https://github.com/jgm/pandoc,2010-03-20T20:34:23Z,2023-09-21T10:32:15Z,https://pandoc.org,59862,30012,3189,1007,30012,Haskell,NOASSERTION,"['commonmark', 'converter', 'document', 'haskell', 'markdown', 'markup', 'pandoc', 'presentation', 'publishing']",True,True,True,True,False,False,False,False,False,main
slate,A completely customizable framework for building rich text editors. (Currently in beta.),https://github.com/ianstormtaylor/slate,2016-06-18T01:52:42Z,2023-09-21T10:06:20Z,http://slatejs.org,21407,27889,3196,618,27889,TypeScript,MIT,"['browser', 'editor', 'framework', 'javascript', 'react', 'rich-text', 'slate', 'text-editor']",True,False,True,False,False,True,False,False,False,main
composer,Dependency Manager for PHP,https://github.com/composer/composer,2011-06-08T08:53:00Z,2023-09-21T07:35:35Z,https://getcomposer.org/,25977,27843,6732,151,27843,PHP,MIT,"['composer', 'dependency-manager', 'hacktoberfest', 'package-manager', 'packages', 'php']",True,False,True,False,False,True,False,False,False,main
interactive-coding-challenges,120+ interactive Python coding interview challenges (algorithms and data structures).  Includes Anki flashcards.,https://github.com/donnemartin/interactive-coding-challenges,2015-04-28T21:36:39Z,2023-09-21T10:54:55Z,,7768,27839,4445,73,27839,Python,NOASSERTION,"['algorithm', 'coding', 'competitive-programming', 'data-structure', 'development', 'interview', 'interview-practice', 'interview-questions', 'programming', 'python']",True,True,True,True,False,False,False,False,False,master
awesome-macos-command-line,Use your macOS terminal shell to do awesome things.,https://github.com/herrbischoff/awesome-macos-command-line,2015-09-22T19:37:55Z,2023-09-21T11:02:51Z,,0,27826,1508,0,27826,,,"['awesome', 'awesome-list', 'list', 'macos', 'macosx', 'shell', 'terminal']",False,False,True,False,True,False,False,True,False,main
cockroach,"CockroachDB - the open source, cloud-native distributed SQL database.",https://github.com/cockroachdb/cockroach,2014-02-06T00:18:47Z,2023-09-21T10:45:54Z,https://www.cockroachlabs.com,2524743,27814,3529,6020,27814,Go,NOASSERTION,"['cockroachdb', 'database', 'distributed-database', 'go', 'hacktoberfest', 'sql']",True,True,True,True,False,True,False,False,False,master
postcss,Transforming styles with JS plugins,https://github.com/postcss/postcss,2013-09-24T23:06:48Z,2023-09-21T09:17:50Z,https://postcss.org,10478,27814,1582,18,27814,TypeScript,MIT,"['ast', 'css', 'framework', 'parser', 'postcss']",True,False,True,True,True,True,False,False,False,main
vaultwarden,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs",https://github.com/dani-garcia/vaultwarden,2018-02-17T22:40:20Z,2023-09-21T09:31:23Z,,8779,27801,1419,26,27801,Rust,AGPL-3.0,"['bitwarden', 'bitwarden-rs', 'docker', 'hacktoberfest', 'rocket', 'rust', 'vaultwarden']",True,False,True,True,False,True,False,False,False,main
selenium,A browser automation framework and ecosystem.,https://github.com/SeleniumHQ/selenium,2013-01-14T21:40:56Z,2023-09-21T11:31:06Z,https://selenium.dev,2112622,27737,7775,246,27737,Java,Apache-2.0,"['dotnet', 'java', 'javascript', 'python', 'ruby', 'selenium', 'webdriver']",True,True,True,True,True,False,False,False,False,trunk
calculator,Windows Calculator: A simple yet powerful calculator that ships with Windows,https://github.com/microsoft/calculator,2019-01-28T17:55:49Z,2023-09-21T08:35:01Z,,36178,27735,5046,309,27735,C++,MIT,"['cpp', 'csharp', 'uwp', 'windows', 'windows-10', 'windows-11', 'xaml']",True,True,True,False,False,False,False,False,False,main
lapce,Lightning-fast and Powerful Code Editor written in Rust,https://github.com/lapce/lapce,2018-02-06T08:41:06Z,2023-09-21T11:34:02Z,http://lapce.dev,24083,27734,813,675,27734,Rust,Apache-2.0,"['code-editor', 'developer-tools', 'rust', 'text-editor', 'vim']",True,True,True,True,False,True,False,False,False,master
ray,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,https://github.com/ray-project/ray,2016-10-25T19:38:30Z,2023-09-21T11:19:10Z,https://ray.io,357578,27684,4772,3411,27684,Python,Apache-2.0,"['automl', 'data-science', 'deep-learning', 'deployment', 'distributed', 'hyperparameter-optimization', 'hyperparameter-search', 'java', 'llm-serving', 'machine-learning', 'model-selection', 'optimization', 'parallel', 'python', 'pytorch', 'ray', 'reinforcement-learning', 'rllib', 'serving', 'tensorflow']",True,True,True,True,False,False,False,False,False,master
algo,Set up a personal VPN in the cloud,https://github.com/trailofbits/algo,2016-05-15T03:42:48Z,2023-09-21T07:45:58Z,https://blog.trailofbits.com/2016/12/12/meet-algo-the-vpn-that-works/,3096,27644,2311,170,27644,Jinja,AGPL-3.0,"['ansible', 'encryption', 'ikev2', 'ipsec', 'security', 'ssh-tunnel', 'strongswan', 'vpn', 'vpn-client', 'vpn-server', 'wireguard']",True,True,True,False,True,True,False,False,False,master
particles.js,A lightweight JavaScript library for creating particles,https://github.com/VincentGarreau/particles.js,2014-09-06T14:29:47Z,2023-09-20T20:42:37Z,https://vincentgarreau.com/particles.js/,158,27612,4822,356,27612,JavaScript,MIT,[],True,True,True,True,False,False,False,False,False,master
nacos,"an easy-to-use dynamic service discovery, configuration and service management platform for building cloud native applications.",https://github.com/alibaba/nacos,2018-06-15T06:49:27Z,2023-09-21T09:29:03Z,https://nacos.io,54635,27547,12230,270,27547,Java,Apache-2.0,"['alibaba', 'config', 'configuration-management', 'distributed-configuration', 'dns', 'dubbo', 'istio', 'kubernetes', 'microservices', 'nacos', 'service-discovery', 'service-mesh', 'spring-cloud']",True,True,True,True,False,False,False,False,False,develop
FastChat,"An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena.",https://github.com/lm-sys/FastChat,2023-03-19T00:18:02Z,2023-09-21T11:08:57Z,,31298,27527,3318,401,27527,Python,Apache-2.0,[],True,False,True,False,False,False,False,False,False,main
fairseq,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,https://github.com/facebookresearch/fairseq,2017-08-29T16:26:12Z,2023-09-21T09:59:09Z,,25631,27510,6112,1116,27510,Python,MIT,"['artificial-intelligence', 'python', 'pytorch']",True,True,True,False,False,False,False,False,False,main
ClashForAndroid,A rule-based tunnel for Android.,https://github.com/Kr328/ClashForAndroid,2019-11-15T00:13:59Z,2023-09-21T10:05:38Z,,3201,27479,3002,171,27479,Kotlin,GPL-3.0,[],True,True,True,True,False,True,False,False,False,main
Sortable,Reorderable drag-and-drop lists for modern browsers and touch devices. No jQuery or framework required.,https://github.com/SortableJS/Sortable,2013-12-19T10:10:13Z,2023-09-21T04:59:09Z,https://sortablejs.github.io/Sortable/,2415,27443,3644,445,27443,JavaScript,MIT,"['drag', 'drag-and-drop', 'drag-drop', 'draggable', 'droppable', 'reordering', 'sort', 'sortable', 'touch', 'ui']",True,True,True,True,True,True,False,False,False,master
zsh-autosuggestions,Fish-like autosuggestions for zsh,https://github.com/zsh-users/zsh-autosuggestions,2013-10-26T16:09:37Z,2023-09-21T11:23:21Z,,598,27432,1759,143,27432,Shell,MIT,"['autocomplete', 'autosuggest', 'fish', 'shell', 'zsh', 'zsh-autosuggestions']",True,False,True,True,False,False,False,False,False,master
pytorch-tutorial,PyTorch Tutorial for Deep Learning Researchers,https://github.com/yunjey/pytorch-tutorial,2017-03-10T07:41:47Z,2023-09-21T10:36:55Z,,13110,27323,7832,86,27323,Python,MIT,"['deep-learning', 'neural-networks', 'pytorch', 'pytorch-tutorial']",True,True,True,True,False,False,False,False,False,master
How-To-Ask-Questions-The-Smart-Way,本文原文由知名 Hacker Eric S. Raymond 所撰寫，教你如何正確的提出技術問題並獲得你滿意的答案。,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,2015-03-28T16:52:40Z,2023-09-21T10:08:41Z,,437,27316,5447,7,27316,JavaScript,MIT,"['rtfm', 'stfw', 'translation']",True,False,False,False,False,False,False,False,False,main
HowToLiveLonger,程序员延寿指南 | A programmer's guide to live longer,https://github.com/geekan/HowToLiveLonger,2022-04-16T04:15:18Z,2023-09-21T10:23:43Z,,307,27309,1979,24,27309,,Unlicense,"['livelonger', 'programmer']",True,True,True,True,False,True,False,False,False,main
uppy,The next open source file uploader for web browsers :dog: ,https://github.com/transloadit/uppy,2015-11-16T12:32:33Z,2023-09-21T11:03:56Z,https://uppy.io,387760,27305,1912,164,27305,JavaScript,MIT,"['dropbox', 'encoding', 'file-uploader', 'file-uploads', 'files', 'hacktoberfest', 'instagram', 'javascript', 'mit', 'modular', 'open-source', 'pick-files', 'resumable', 'transloadit', 'tus', 'uploader', 'uppy', 'webbrowser']",True,True,True,False,True,False,False,False,False,main
ChatGPT,Reverse engineered ChatGPT API,https://github.com/acheong08/ChatGPT,2022-12-03T14:35:24Z,2023-09-21T08:25:05Z,,1935,27280,4624,11,27280,Python,GPL-2.0,"['chatgpt', 'cli', 'gpt-35-turbo', 'gptchat', 'library', 'pypi-package', 'revchatgpt']",True,True,True,True,False,True,False,True,False,main
drone,"Drone is a Container-Native, Continuous Delivery Platform",https://github.com/harness/drone,2014-02-07T07:54:44Z,2023-09-21T09:38:02Z,https://drone.io,28884,27278,2640,102,27278,Go,NOASSERTION,"['build-automation', 'build-pipelines', 'ci', 'ci-cd', 'continuous-delivery', 'continuous-integration', 'docker', 'go', 'hacktoberfest']",True,True,True,False,False,False,False,False,False,master
minikube,Run Kubernetes locally,https://github.com/kubernetes/minikube,2016-04-15T22:38:35Z,2023-09-21T09:27:55Z,https://minikube.sigs.k8s.io/,211990,27243,4733,872,27243,Go,Apache-2.0,"['cluster', 'cncf', 'containers', 'go', 'kubernetes', 'minikube']",True,True,True,False,False,False,False,False,False,master
streamlit,Streamlit — A faster way to build and share data apps.,https://github.com/streamlit/streamlit,2019-08-24T00:14:52Z,2023-09-21T11:04:14Z,https://streamlit.io,313379,27222,2409,650,27222,Python,Apache-2.0,"['data-analysis', 'data-science', 'data-visualization', 'deep-learning', 'developer-tools', 'machine-learning', 'python', 'streamlit']",True,True,True,True,False,False,False,False,False,develop
jsPDF,Client-side JavaScript PDF generation for everyone.,https://github.com/parallax/jsPDF,2009-12-06T14:56:32Z,2023-09-21T11:19:00Z,https://parall.ax/products/jspdf,108123,27220,4591,167,27220,JavaScript,MIT,['hacktoberfest'],True,True,True,False,True,False,False,False,False,master
druid,阿里云计算平台DataWorks(https://help.aliyun.com/document_detail/137663.html) 团队出品，为监控而生的数据库连接池,https://github.com/alibaba/druid,2011-11-03T05:12:51Z,2023-09-21T07:59:38Z,https://github.com/alibaba/druid/wiki,82085,27218,8510,2737,27218,Java,Apache-2.0,[],True,False,True,True,False,False,False,False,False,master
machine-learning-for-software-engineers,A complete daily plan for studying to become a machine learning engineer.,https://github.com/ZuzooVn/machine-learning-for-software-engineers,2016-10-09T21:20:25Z,2023-09-21T06:17:27Z,https://www.codementor.io/zuzoovn/how-i-plan-to-become-a-machine-learning-engineer-a4metbcuk,437,27199,6185,24,27199,,CC-BY-SA-4.0,"['artificial-intelligence', 'deep-learning', 'machine-learning', 'machine-learning-algorithms', 'software-engineer']",True,True,True,True,True,True,False,False,False,master
nps,"一款轻量级、高性能、功能强大的内网穿透代理服务器。支持tcp、udp、socks5、http等几乎所有流量转发，可用来访问内网网站、本地支付接口调试、ssh访问、远程桌面，内网dns解析、内网socks5代理等等……，并带有功能强大的web管理端。a lightweight, high-performance, powerful intranet penetration proxy server, with a powerful web management terminal.",https://github.com/ehang-io/nps,2018-11-04T13:22:51Z,2023-09-21T09:52:13Z,https://ehang.io/nps/documents,9168,27184,4960,463,27184,Go,GPL-3.0,"['dns', 'firewall', 'go', 'gzip', 'http', 'https', 'nat', 'nps', 'snnapy', 'socks', 'socks5', 'ssh', 'tcp', 'tunnel', 'udp']",True,True,True,True,True,False,False,False,False,master
spaCy,💫 Industrial-strength Natural Language Processing (NLP) in Python,https://github.com/explosion/spaCy,2014-07-03T15:15:40Z,2023-09-21T10:23:55Z,https://spacy.io,201926,27142,4251,94,27142,Python,MIT,"['ai', 'artificial-intelligence', 'cython', 'data-science', 'deep-learning', 'entity-linking', 'machine-learning', 'named-entity-recognition', 'natural-language-processing', 'neural-network', 'neural-networks', 'nlp', 'nlp-library', 'python', 'spacy', 'text-classification', 'tokenization']",True,False,True,False,False,True,False,False,False,master
OpenAPI-Specification,The OpenAPI Specification Repository,https://github.com/OAI/OpenAPI-Specification,2014-03-03T16:53:36Z,2023-09-21T11:47:36Z,https://openapis.org,3121,27117,9162,597,27117,JavaScript,Apache-2.0,"['apis', 'oas', 'openapi', 'openapi-specification', 'rest', 'webapi']",True,True,True,True,True,True,False,False,False,main
hutool,🍬A set of tools that keep Java sweet.,https://github.com/dromara/hutool,2014-04-13T07:23:51Z,2023-09-21T09:20:55Z,https://hutool.cn/,57661,27091,7288,4,27091,Java,NOASSERTION,"['http', 'hutool', 'java', 'json', 'orm', 'tool', 'util']",True,True,True,False,False,True,False,False,False,v5-master
legacy-homebrew,💀 The former home of Homebrew/homebrew (deprecated),https://github.com/Homebrew/legacy-homebrew,2009-05-20T19:38:37Z,2023-09-19T06:02:57Z,https://brew.sh,70241,27082,11600,0,27082,,,[],True,False,False,False,False,False,False,True,False,master
lede,Lean's LEDE source,https://github.com/coolsnowwolf/lede,2017-09-06T07:39:03Z,2023-09-21T08:29:09Z,,296977,27063,19346,607,27063,C,NOASSERTION,"['lede', 'lua', 'openwrt-feed', 'openwrt-package', 'openwrt-zh-cn']",True,True,True,True,False,True,False,False,False,master
underscore,JavaScript's utility _ belt,https://github.com/jashkenas/underscore,2009-10-25T18:31:06Z,2023-09-21T01:31:07Z,https://underscorejs.org,6910,27058,5630,52,27058,JavaScript,MIT,[],True,True,True,True,True,False,False,False,False,master
lighthouse,"Automated auditing, performance metrics, and best practices for the web.",https://github.com/GoogleChrome/lighthouse,2016-03-08T01:03:11Z,2023-09-21T10:47:20Z,https://developer.chrome.com/docs/lighthouse/overview/,212938,27049,9478,627,27049,JavaScript,Apache-2.0,"['audit', 'best-practices', 'chrome-devtools', 'developer-tools', 'performance-analysis', 'performance-metrics', 'pwa', 'web']",True,False,False,False,True,True,False,False,False,main
Daily-Interview-Question,我是依扬（木易杨），公众号「高级前端进阶」作者，每天搞定一道前端大厂面试题，祝大家天天进步，一年后会看到不一样的自己。,https://github.com/Advanced-Frontend/Daily-Interview-Question,2019-01-19T10:49:00Z,2023-09-21T09:49:34Z,https://muyiy.cn/question/,199,27002,3317,260,27002,JavaScript,,"['css', 'interview', 'javascript', 'react', 'vue']",True,True,True,True,False,False,False,False,False,master
JCSprout,"👨‍🎓 Java Core Sprout : basic, concurrent, algorithm ",https://github.com/crossoverJie/JCSprout,2017-12-17T09:06:50Z,2023-09-20T13:55:28Z,https://crossoverjie.top/JCSprout,1188,26999,7176,45,26999,Java,MIT,"['algorithm', 'basic-java', 'concurrent-programming', 'java', 'jvm', 'netty']",True,True,True,True,True,False,False,False,False,master
Charts,Beautiful charts for iOS/tvOS/OSX! The Apple side of the crossplatform MPAndroidChart.,https://github.com/danielgindi/Charts,2015-03-20T10:49:12Z,2023-09-21T06:21:53Z,,193232,26996,5948,918,26996,Swift,Apache-2.0,[],True,True,True,True,False,False,False,False,False,master
awesome-python-cn,Python资源大全中文版，包括：Web框架、网络爬虫、模板引擎、数据库、数据可视化、图片处理等，由「开源前哨」和「Python开发者」微信公号团队维护更新。,https://github.com/jobbole/awesome-python-cn,2015-11-03T09:50:50Z,2023-09-21T11:04:05Z,http://jobbole.github.io/awesome-python-cn/,1584,26987,7808,20,26987,Makefile,NOASSERTION,['python'],True,False,True,True,True,False,False,False,False,master
AnotherRedisDesktopManager,"🚀🚀🚀A faster, better and more stable Redis desktop manager [GUI client], compatible with Linux, Windows, Mac.",https://github.com/qishibo/AnotherRedisDesktopManager,2019-01-08T06:01:56Z,2023-09-21T11:23:56Z,,5445,26939,2401,206,26939,JavaScript,MIT,"['redis', 'redis-client', 'redis-cluster', 'redis-desktop-manager', 'redis-gui']",True,True,True,True,False,True,False,False,False,master
weui,"A UI library by WeChat official design team, includes the most useful widgets/modules in mobile web applications.",https://github.com/Tencent/weui,2014-12-18T04:09:54Z,2023-09-21T07:51:07Z,https://weui.io,10493,26932,6501,55,26932,HTML,NOASSERTION,"['mobile-web', 'style', 'wechat', 'weui']",True,True,True,True,True,False,False,False,False,master
consul,"Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure.",https://github.com/hashicorp/consul,2013-11-04T22:15:27Z,2023-09-21T10:00:28Z,https://www.consul.io,449204,26915,4383,1252,26915,Go,NOASSERTION,"['api-gateway', 'consul', 'ecs', 'kubernetes', 'service-discovery', 'service-mesh', 'vault']",True,True,True,False,False,False,False,False,False,main
cheerio,"The fast, flexible, and elegant library for parsing and manipulating HTML and XML.",https://github.com/cheeriojs/cheerio,2011-10-09T04:23:20Z,2023-09-21T05:43:07Z,https://cheerio.js.org,11374,26896,1635,28,26896,TypeScript,MIT,"['cheerio', 'dom', 'hacktoberfest', 'html', 'htmlparser', 'htmlparser2', 'jquery', 'parser', 'scraper', 'selector']",True,True,True,True,True,True,False,False,False,main
pytorch-image-models,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT), MobileNet-V3/V2, RegNet, DPN, CSPNet, Swin Transformer, MaxViT, CoAtNet, ConvNeXt, and more",https://github.com/huggingface/pytorch-image-models,2019-02-02T05:51:12Z,2023-09-21T10:20:17Z,https://huggingface.co/docs/timm,24789,26837,4297,84,26837,Python,Apache-2.0,"['augmix', 'cnn-classification', 'distributed-training', 'dual-path-networks', 'efficientnet', 'efficientnet-training', 'imagenet-classifier', 'mixnet', 'mnasnet', 'mobile-deep-learning', 'mobilenet-v2', 'mobilenetv3', 'nfnets', 'normalization-free-training', 'pretrained-models', 'pretrained-weights', 'pytorch', 'randaugment', 'resnet', 'vision-transformer-models']",True,True,True,True,True,True,False,False,False,main
chatgpt-web,用 Express 和  Vue3 搭建的 ChatGPT 演示网页,https://github.com/Chanzhaoyu/chatgpt-web,2023-02-09T03:21:37Z,2023-09-21T11:09:54Z,,5797,26833,10629,48,26833,Vue,MIT,[],True,True,True,True,False,False,False,False,False,main
